ServiceName,Address,County,x,y
St. Vincent's Hospital,"St. Vincent's Hospital, Athy, Co. Kildare, Kildare",Kildare,267401.2099,194619.6769
St.Stephens Unit 1,"Unit 1 St Stephen's Hospital, Sarsfield Court, Glanmire, Cork, Cork",Cork,172562.8623,78038.04274
Stella Maris Nursing Home,"Stella Maris Nursing Home, Cummer, Tuam, Co. Galway, Galway",Galway,140381.2847,246156.9874
Stella Maris Nursing Home,"Stella Maris Nursing Home, Baylough, Athlone, Co. Westmeath, Westmeath",Westmeath,202189.4192,241560.8711
Strathmore Lodge Nursing Home,"Strathmore Lodge Nursing Home, Friary Walk, Callan, Co. Kilkenny, Kilkenny",Kilkenny,241822.4459,144451.1937
Strawhall Nursing Home,"Strawhall Nursing Home, Strawhall, Fermoy, Co. Cork, Cork",Cork,182423.5091,98461.80289
Sullivan Centre,"Sullivan Centre, Cathedral Road, Cavan, Cavan",Cavan,241957.5646,305602.6893
Summerville Healthcare,"Summerville Healthcare, Strandhill, Co. Sligo, Sligo",Sligo,161218.3139,335605.2063
Suncroft Lodge Nursing Home,"Suncroft Lodge Nursing Home, The Curragh, Co. Kildare, Kildare",Kildare,278278.2144,211119.8231
Sunhill Nursing Home,"Sunhill Nursing Home, Blackhall Road, Termonfeckin, Louth",Louth,314011.7444,280805.7452
Support Care Facility Prague House,"Support Care Facility Prague House, Freshford, Co. Kilkenny, Kilkenny",Kilkenny,240612.5378,164757.6204
Swords Nursing Home,"Swords Nursing Home, Mount Ambrose, Swords, Co. Dublin, Co. Dublin",Dublin,314039.8408,247740.9555
TLC Centre Maynooth,"TLC Centre Maynooth, Straffan Road, Maynooth, Co. Kildare, Kildare",Kildare,293673.2148,235313.1946
TLC Centre Santry,"Northwood Park, Santry, Dublin 9, Dublin 9",Dublin,316165.1258,240764.8783
TLC City West,"TLC City West, Cooldown Commons, Fortunestown Lane, Citywest, Co. Dublin",Dublin,305495.0643,227262.146
Talbot Lodge Nursing Home,"Talbot Lodge Nursing Home, Kinsealy, Co. Dublin, Co. Dublin",Dublin,321690.028,243500.6136
Tara Care Centre,"Tara Care Centre, 5/ 6 Putland Road, Bray, Co. Wicklow, Wicklow",Wicklow,327028.4289,217815.3525
Tara Winthrop Private Clinic,"Tara Winthrop Private Clinic, Nevinstown Lane, Pinnock Hill, Swords, Co. Dublin Co. Dublin",Dublin,317997.6783,245889.2084
Teach Altra Nursing Home,"Teach Altra Nursing Home, Scarteen, Newmarket, Co. Cork, Cork",Cork,131428.826,107554.6855
Teach Altranais Charna,"Carna, Co. na Gaillimhe",Galway,77373.41711,231971.542
Tearmainn Bhride Nursing Home,"Tearmainn Bhride Nursing Home, Brideswell, Athlone, Co. Roscommon, Roscommon",Roscommon,196502.7055,243462.2838
The Croft Nursing Home,"2 Goldenbridge Walk, Dublin 8, D08ay24",Dublin,311598.4066,232961.2469
"The Holy Family Residence, ","Little Sisters Of The Poor, Roebuck Road, Dublin 14, D14c7w2",Dublin,318181.7136,229497.8069
The Marlay Nursing Home,"The Marlay Nursing Home, Kellystown Road, Rathfarnham, Dublin 16, Dublin 16",Dublin,315627.3999,225641.9427
The Park Nursing Home,"The Park Nursing Home, Plassey Park Road, Castletroy, Co. Limerick, Limerick",Limerick,157201.4587,156822.2541
The Rock Nursing Unit,"The Rock Nursing Unit, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.2688,361450.8918
The Sheil Community Hospital,"The Shiel Community Hospital, College Street, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.2688,361450.8918
The Tower Nursing Home,"The Tower Nursing Home, 94/ 95 Cappaghmore, Clondalkin, Dublin 22, Dublin 22",Dublin,306592.0378,232292.9218
The Village Nursing Care Centre,"The Village Nursing Care Centre, Ballygarriff, Craughwell, Co. Galway, Galway",Galway,145000.1523,220938.5817
Thomond Lodge Nursing Home,"Thomond Lodge Nursing Home, Ballymahon, Co. Longford, Longford",Longford,215352.8319,256945.0937
Thorpe's Nursing Home,"Thorpe's Nursing Home, Clarina, Co. Limerick, Limerick",Limerick,150357.3713,153808.2759
Tinnypark Nursing Home,"Tinnypark, Callan Road, Kilkenny, Kilkenny",Kilkenny,248634.0655,152712.7135
Tralee Community Nursing Unit,"Tralee Community Nursing Unit, Tralee, Co. Kerry, Kerry",Kerry,83640.15865,114432.8954
TÃ­ Aire,"TÃ­ Aire, Tallagh Road, Belmullet, Co. Mayo, Mayo",Mayo,69841.10767,333834.3928
Valentia Hospital,"Valentia Hospital, Valentia Island, Co. Kerry, Kerry",Kerry,37084.89684,73425.9021
Valentia House Nursing Home,"Valentia House Nursing Home, Camolin, Enniscorthy, Co. Wexford, Wexford",Wexford,306369.4771,152601.4579
Villa Marie Nursing Home,"Villa Marie Nursing Home, Grange, Templemore Road, Roscrea, Co. Tipperary Tipperary",Tipperary,214224.9267,187568.1233
Virginia Health Care Centre,"Virginia Health Care Centre, Dublin Road, Virginia, Cavan, Cavan",Cavan,260640.3725,287569.49
Waterford Nursing Home,"Ballinakill Downs, Dunmore Road, Waterford, Waterford",Waterford,262912.3232,110960.8986
Willowbrook Lodge,"Willowbrook Lodge, Mocklershill, Fethard, Co. Tipperary, Tipperary",Tipperary,213394.0019,139976.9876
Willowbrook Nursing Home,"Willowbrook Nursing Home, Borohard, Newbridge, Co. Kildare, Kildare",Kildare,283197.2159,217564.9802
Windfield Nursing Home,"Windfield Nursing Home, Waynestown, Summerhill Road, Dunboyne, Co. Meath Meath",Meath,297260.4837,243855.7146
Windmill House Nursing Home,"Windmill House Nursing Home, Churchtown, Mallow, Co. Cork, Cork",Cork,150220.2431,113552.3021
Woodlands House Nursing Home,"Woodlands House Nursing Home, Trim Road, Navan, Co. Meath, Meath",Meath,286889.8942,267272.6411
Woodlands Nursing Home,"Woodlands Nursing Home, Bishopswood, Dundrum, Co. Tipperary, Tipperary",Tipperary,198101.7834,146676.292
Wygram Nursing Home,"Wygram Nursing Home, Iberius House, Common quay Street, Wexford, Wexford",Wexford,304917.438,122001.094
Youghal Community Hospital,"Youghal Community Hospital, Cork Hill, Youghal, Cork, Cork",Cork,209932.8144,78164.76669
Youghal and District Nursing Home,"Youghal and District Nursing Home, Gortroe, Youghal, Co. Cork, Cork",Cork,205907.8009,75270.14693
Ãras Chois Fharraige,"Pairc, An SpidÃ©al, Co Na Gaillimhe",Galway,115995.6703,222542.1511
Ãras Deirbhle Community Nursing Unit,"Ãras Deirbhle Community Nursing Unit, Belmullet Community Hospital, Belmullet, Mayo, Mayo",Mayo,70418.17239,332851.4453
